"";"year";"ifs";"pop";"rgdpmad";"rgdppc";"rconpc";"gdp";"iy";"cpi";"ca";"imports";"exports";"narrowm";"money";"stir";"ltrate";"debtgdp";"revenue";"expenditure";"xrusd";"peg";"peg_strict";"crisisJST";"tloans";"tmort";"thh";"tbus";"hpnom";"peg_type";"peg_base";"eq_tr";"housing_tr";"bond_tr";"bill_rate";"rent_ipolated";"housing_capgain_ipolated";"housing_capgain";"housing_rent_rtn";"housing_rent_yd";"eq_capgain";"eq_dp";"eq_capgain_interp";"eq_tr_interp";"eq_dp_interp";"bond_rate";"eq_div_rtn";"capital_tr";"risky_tr";"safe_tr";"COUNTRY";"geo";"Yd_hh"
"681";1962;172;4507,098;6818,96664390487;30,6440173905446;29,9913;19661;0,275672651441941;11,771;-299,739;3928,6741;3533,1079;3684;8389;7;10,6;0,1152;3660;4970;3,223;1;0;0;7281,1792;3495,2;4178,1626;3103,0166;5,90150982814782;"PEG";"USA";0,144888386130333;0,400187849998474;0,508968532085419;0,0405000001192093;NA;NA;0,269431322813034;0,13075652718544;0,103004015982151;0,0819922760128975;0,0527429021894932;NA;NA;NA;0,105999998748302;0,0570674128830433;0,377723157405853;0,38601616024971;0,274734258651733;"Finland";"FI";NA
"682";1963;172;4539,519;6993,99488294963;31,386796843407;31,1035;21352;0,25571375046834;12,344;-70,84;3866,8579;3678,0281;4100;9168;7;9,2;0,1344;3500;4900;3,22;1;0;0;7860,0581;3776,6001;4511,8579;3348,2002;6,51416870717736;"PEG";"USA";0,0480106025934219;0,223096236586571;0,156247213482857;0,0412000007927418;NA;NA;0,103814110159874;0,119282126426697;0,108063600957394;-0,000435775931691751;0,0525022856891155;NA;NA;NA;0,0920000001788139;0,0524794049561024;0,206291973590851;0,215159401297569;0,0987236052751541;"Finland";"FI";NA
"683";1964;172;4557,567;7306,73375919855;32,88034941076;32,6469;24083;0,252045011003612;13,622;-566,72;4816,5371;4131,9341;4503;10218;7;11,1;0,1363;4400;5700;3,22;1;0;0;8663,3945;4303,1001;4804,9961;3858,3987;7,25097427833315;"PEG";"USA";0,0878018215298653;0,237528532743454;0,0363262221217155;0,0392500013113022;NA;NA;0,113107271492481;0,124421253800392;0,111778311431408;0,0361615605652332;0,0547567643225193;NA;NA;NA;0,111000001430511;0,0567368529736996;0,213844507932663;0,230555579066277;0,0377881117165089;"Finland";"FI";NA
"684";1965;172;4569,896;7669,60023068839;34,5093735067575;34,3611;26634;0,263572876774048;14,278;-605,36;5265,0811;4565,958;4855;11291;7;9,4;0,1423;4900;6800;3,22;1;0;0;9579,874;4785;5212,7192;4367,1548;8,35517331236662;"PEG";"USA";-0,0576877444982529;0,279163628816605;0,18839555978775;0,0388499982655048;NA;NA;0,152283072471619;0,126880556344986;0,110112316906452;-0,108344033360481;0,0541910640895367;NA;NA;NA;0,0939999967813492;0,0483197867870331;0,254498153924942;0,266912311315536;0,113622777163982;"Finland";"FI";NA
"685";1966;172;4591,842;7824,49792823152;35,1676936137337;35,1085;28554;0,264761504517756;14,84;-634,34;5524,4048;4816,9409;5368;12650;7;9,7;0,1518;5500;7200;3,22;1;0;0;10760,6582;5114,2002;5865,9976;4894,6606;9,22319083455015;"PEG";"USA";-0,0692435801029205;0,218416512012482;0,0813717767596245;0,0395000018179417;NA;NA;0,103890165686607;0,114526346325874;0,103747956454754;-0,116417609155178;0,0552366524934769;NA;NA;NA;0,0970000028610229;0,0488061346113682;0,197928979992867;0,210496127605438;0,0604358911514282;"Finland";"FI";NA
"686";1967;172;4619,645;7946,59885568977;35,7617488884104;35,657;31321;0,250949841959069;15,676;-684,6;5794,396;5231,188;5783;13681;7;12,5;0,1583;6500;8100;4,2;1;0;0;11657,3652;5619;6291,0864;5366,2788;9,74803863866113;"PEG";"USA";-0,0128671415150166;0,150602847337723;-0,0158549323678017;0,0373999997973442;NA;NA;0,0569054745137691;0,0936973765492439;0,0886525586247444;-0,079931452870369;0,0636560693383217;NA;NA;NA;0,125;0,0585679486393929;0,1353450268507;0,14678980410099;0,0107725337147713;"Finland";"FI";NA
"687";1968;172;4633,292;8092,99705671863;36,4597217642523;35,5202;35908;0,230867773198173;17,116;201,6;6710,8862;6874,2368;6573;15318;7;7,1;0,1569;7700;9800;4,2;1;1;0;12655,7168;5926,3999;6748,5918;5907,125;10,3586788722902;"PEG";"USA";0,404220402240753;0,157841071486473;0,325723201036453;0,0430000014603138;NA;NA;0,0626443848013878;0,0951966866850853;0,0895847082138062;0,335626691579819;0,0563866384327412;NA;NA;NA;0,0710000023245811;0,0753114968538284;0,165768131613731;0,164200365543365;0,184361606836319;"Finland";"FI";NA
"688";1969;172;4614,277;8877,57540629593;39,979141655534;39,3532;40986;0,238374078953789;17,494;88,2;8504,8242;8344,7266;7560;17328;7;6,8;0,1208;8500;10200;4,2;1;1;0;14517,3857;6668,1001;7259,9473;7257,4385;11,3962626081096;"PEG";"USA";0,258626043796539;0,193023338913918;0,0803432911634445;0,0415499992668629;NA;NA;0,100167006254196;0,0928563326597214;0,0844020321965218;0,183872580528259;0,0573906190693378;NA;NA;NA;0,068000003695488;0,0679431781172752;0,186978816986084;0,194780081510544;0,0609466433525085;"Finland";"FI";NA
"689";1970;172;4598,336;9576,86927944664;43,0859413551447;42,4818;45743;0,27805318193822;17,972;-1003,2;11071,4229;9686,6963;8585;19585;7;6,8;0,114196;9400;10800;4,18;1;1;0;17071,1699;7566,1001;8561,8516;8509,3174;11,7081433224756;"PEG";"USA";0,248940423130989;0,114792391657829;0,0703009441494942;0,0417000018060207;NA;NA;0,0273597575724125;0,0874326303601265;0,0851041972637177;0,176751330494881;0,061346136033535;NA;NA;NA;0,068000003695488;0,0721891447901726;0,115496501326561;0,119575321674347;0,0560004711151123;"Finland";"FI";NA
"690";1971;172;4625,912;9764,69843395364;43,9680839877074;43,1403;50257;0,291203179535189;19,137;-1415,15;11734,4424;9897,1904;9784;22284;8,5;6,6;0,103057;10400;11900;4,15;1;1;0;19793,1387;8516,5996;10161,2529;9631,8867;12,211731935843;"PEG";"USA";0,197576612234116;0,134901896119118;0,0855759531259537;0,0507999993860722;NA;NA;0,0430129580199718;0,0918889343738556;0,088099516928196;0,127733513712883;0,0619322806596756;NA;NA;NA;0,0659999996423721;0,0698431059718132;0,133347675204277;0,13724921643734;0,0681879743933678;"Finland";"FI";NA
"691";1972;172;4653,401;10447,5395487209;47,0578445664794;46,4991;58625;0,295675955140298;20,504;-489,06;13106,6602;12081,9688;11630;26230;7,75;5,2;0,09378;12400;13700;4,18;1;1;0;22773,1602;10023,7998;11959,5098;14865,3398;13,345509211316;"PEG";"USA";0,706765294075012;0,185187250375748;0,125307381153107;0,0432000011205673;NA;NA;0,0928453877568245;0,0923418700695038;0,0844967365264893;0,634618759155273;0,0441366247832775;NA;NA;NA;0,0520000010728836;0,0721465572714806;0,20473338663578;0,210918962955475;0,084253691136837;"Finland";"FI";NA
"692";1973;172;4678,761;11085,1054664503;49,8908613553282;49,0015;71364;0,30527979264335;22,756;-1484,17;16601,377;14605,1572;13007;30307;9,25;7,6;0,076505;15100;17000;3,845;1;0;0;28666,8906;11850,7002;14139,2051;18832,6543;16,7275657225765;"PEG";"DEU";0,44166687130928;0,352609634399414;-0,0316121131181717;0,0568000003695488;NA;NA;0,253426253795624;0,0991833806037903;0,0791298076510429;0,398029893636703;0,0312132611870766;NA;NA;NA;0,0759999975562096;0,0436370708048344;0,344499081373215;0,357766956090927;0,0125939436256886;"Finland";"FI";NA
"693";1974;172;4702,387;11361,2960801812;51,1712145526795;49,6158;90055;0,316162566925768;26,55;-4296,71;25666,3379;20686,4414;15860;35860;9,25;8,8;0,060821;18500;21300;3,551;1;0;0;36288;13284,6348;22784,0371;13503,9629;20,0385434124678;"PEG";"DEU";-0,174280360341072;0,296416789293289;0,0302540138363838;0,0570500008761883;NA;NA;0,197930365800858;0,098486416041851;0,0822138041257858;-0,20668637752533;0,0408489592373371;NA;NA;NA;0,0879999995231628;0,032406035810709;0,271413266658783;0,278574228286743;0,0436520054936409;"Finland";"FI";NA
"694";1975;172;4720,492;11441,3027527259;51,5573294452677;50,9568;107938,78242;0,3248973219859;31,279;-8250,55;28001,9238;20247,4414;18717;43017;9,25;9,8;0,064999;24246,68694;23378,61036;3,85;1;0;0;43347;14892,0752;22195,4102;21151,5898;21,0090261889251;"PEG";"DEU";0,0336538888514042;0,140900760889053;0,0534479394555092;0,0564000010490417;NA;NA;0,0484317690134048;0,0924689918756485;0,0881974324584007;-0,0218286998569965;0,0567207001149654;NA;NA;NA;0,0979999974370003;0,0554825626313686;0,132600575685501;0,136034473776817;0,0549239702522755;"Finland";"FI";NA
"695";1976;172;4730,836;11358,4038137286;51,5393437066045;51,3913;122571,22395;0,290470835789216;35,765;-4207,739;28555,0781;24504,5664;19535;46735;9,25;11,7;0,060975;31131,84228;26773,62219;3,767;1;0;0;48066;16694,0176;25982,8398;22083,1602;22,2764086859688;"PEG";"DEU";-0,133852437138557;0,153332486748695;0,0378575809299946;0,0575999990105629;NA;NA;0,0603265278041363;0,0930059552192688;0,0877144485712051;-0,190425679087639;0,0698802694678307;NA;NA;NA;0,116999998688698;0,0565732717514038;0,140624895691872;0,144142284989357;0,0477287918329239;"Finland";"FI";NA
"696";1977;172;4746,967;11354,528960506;51,5655334664123;50,9119;134534,03271;0,283377164569987;40,293;-421,89;30707,7871;30931,3965;21592;52192;8,25;8,85;0,077606;33082,04172;30275,65716;4,018;1;0;0;54157;18713,9922;30341,0605;23815,9395;22,893869806749;"PEG";"DEU";-0,11511716991663;0,121791049838066;0,119772478938103;0,0469999983906746;NA;NA;0,0277199186384678;0,0940711349248886;0,091533824801445;-0,177286580204964;0,0755663514137268;NA;NA;NA;0,0885000005364418;0,0621694512665272;0,115119196474552;0,116526402533054;0,083386242389679;"Finland";"FI";NA
"697";1978;172;4758,088;11558,9008628671;52,7587978239208;51,8062;149029,72245;0,251844099372951;43,435;2646,124;32337,7109;35206,2227;25209;60009;11,754167;8,2183333;0,109595;34616,04006;33296,088;3,926;1;0;0;59457;20978,3867;36013,2852;23443,7129;23,6050987940698;"PEG";"DEU";0,19231890141964;0,128369227051735;0,247300341725349;0,117541670799255;NA;NA;0,0310650430619717;0,0973041877150536;0,0943725034594536;0,130662113428116;0,0545315742492676;NA;NA;NA;0,0821833312511444;0,0616567842662334;0,133238732814789;0,129954636096954;0,182420998811722;"Finland";"FI";NA
"698";1979;172;4771,292;12331,5472779971;56,3072473284834;54,563;172842,3711;0,24611749055085;46,679;-627,159;44222,0898;43430,4102;29420;70320;9,2641667;8,03;0,11118;37963,48605;38462,92737;3,711;1;0;0;68968;23516,7695;43802,1914;25165,8066;24,2988164764975;"PEG";"DEU";0,262507617473602;0,129793360829353;0,0431574247777462;0,0926416665315628;NA;NA;0,029387716203928;0,100405640900135;0,0975391864776611;0,201846867799759;0,0504729747772217;NA;NA;NA;0,0803000032901764;0,0606607869267464;0,12944757938385;0,133908540010452;0,0678995475172997;"Finland";"FI";NA
"699";1980;172;4787,778;12948,9584237797;59,0132069693489;55,9979;200264,07786;0,265718498055393;52,091;-5230,8977137032;58250,3555;52794,5586;33472;80572;12,346667;9,7675;0,112018;43962,72762;44117,3166;3,84;1;0;0;81957;28146,5996;51924,0586;30032,9395;28,879059218241;"PEG";"DEU";0,0408108271658421;0,294058680534363;0,0314629040658474;0,123466670513153;NA;NA;0,188499018549919;0,105559654533863;0,0888176187872887;-0,0219026859849691;0,0641179084777832;NA;NA;NA;0,0976750031113625;0,0627135559916496;0,270023077726364;0,286444872617722;0,0774647891521454;"Finland";"FI";NA
"700";1981;172;4812,15;13134,0568387596;59,5094450688399;56,4752;226496,63862;0,264059597759865;58,346;-2058,8544450558;61269,3789;60308,3438;38152;92752;11,461667;9,8391667;0,1149;52578,09039;50639,78241;4,357;1;0;0;94141;33795,3008;61128,0508;33012,9492;33,1377802710419;"PEG";"DEU";0,23924209177494;0,249345541000366;0,127841979265213;0,114616669714451;NA;NA;0,147466510534286;0,10187903791666;0,0887860655784607;0,167766615748405;0,0612069927155972;NA;NA;NA;0,0983916670084;0,0714754834771156;0,237977921962738;0,248995810747147;0,121229320764542;"Finland";"FI";NA
"701";1982;172;4841,715;13484,7531548501;60,9749146407363;58,7734;254661,56163;0,264869980571909;63,928;-4426,0179411294;64751,4531;63026,1094;42972;104972;11,663333;9,3208333;0,137844;58613,00634;59362,16832;5,291;1;0;0;110815;40202,8984;72531,9609;38283,0391;39,5492634768002;"PEG";"DEU";0,416090607643127;0,292831569910049;0,124226845800877;0,116633333265781;NA;NA;0,193479955196381;0,0993516147136688;0,0832453146576881;0,345542669296265;0,0524308010935783;NA;NA;NA;0,093208335340023;0,070547878742218;0,27967956662178;0,298239201307297;0,120430089533329;"Finland";"FI";NA
"702";1983;172;4869,858;13766,8723937026;62,4084095661204;60,3123;284146,4367;0,267433717704058;69,276;-6256,904536134;71527,8516;69692,2813;48329;118729;14,668333;9,5641667;0,152793;66122,46333;70337,9859;5,81;1;0;0;126954;47453,6992;84346,125;42607,875;46,9817151073036;"PEG";"DEU";0,688093900680542;0,276603430509567;0,0950686633586884;0,14668333530426;NA;NA;0,187927469611168;0,0886759683489799;0,0746476277709007;0,629131555557251;0,0361924767494202;NA;NA;NA;0,095641665160656;0,0589623041450977;0,285760372877121;0,307813674211502;0,120875999331474;"Finland";"FI";NA
"703";1984;172;4893,748;14106,7166374287;63,9731688298183;61,8445;318084,66354;0,252349045963471;74,172;-124,0530187806;74681,6172;80904,1328;55844;137044;16,5025;10,49;0,151071;77365,83876;77122,06383;6,53;1;0;0;145256;54266,3008;96832,1563;48423,8398;52,8756243357338;"PEG";"DEU";-0,0287778526544571;0,20448225736618;0,10993430763483;0,165024995803833;NA;NA;0,125450968742371;0,0790312960743904;0,0702218934893608;-0,0631784051656723;0,0367205291986465;NA;NA;NA;0,104900002479553;0,0344005860388279;0,180263012647629;0,186227172613144;0,137479647994041;"Finland";"FI";NA
"704";1985;172;4910,664;14522,0626861695;65,8097125888712;63,7924;346546,87305;0,254104806501636;78,524;-4969,482159537;81520,2031;84027,875;67804;160604;13,460833;10,41;0,157639;86563,88307;86004,98445;5,417;1;0;0;171689;61406,1992;111393,25;60295,75;55,0945489250814;"PEG";"DEU";0,161137446761131;0,115970179438591;0,139218166470528;0,134608328342438;NA;NA;0,0419645346701145;0,0740056410431862;0,0710251033306122;0,11773706227541;0,0388287976384163;NA;NA;NA;0,104099996387959;0,0434003844857216;0,121925435960293;0,119745016098022;0,136913239955902;"Finland";"FI";NA
"705";1986;172;4925,644;14819,4589564456;67,3287186577242;65,7511;373035,1002;0,247437556092895;80,801;-3510,260292882;77601,5234;82579,2656;70956;173056;11,9025;9,0833333;0,163739;96433,79487;92937,70563;4,794;1;0;0;191911;68769,6016;125900,8359;66010,1641;56,9027836482085;"PEG";"DEU";0,656654059886932;0,105835601687431;0,149078562855721;0,119024999439716;NA;NA;0,0328217893838882;0,0730138123035431;0,0706935226917267;0,617067515850067;0,0244804695248604;NA;NA;NA;0,0908333361148834;0,0395865738391876;0,172673553228378;0,178228139877319;0,134051784873009;"Finland";"FI";NA
"706";1987;172;4938,602;15382,2320731735;69,5279222232724;68,7782;402829,15323;0,255141130309106;84,099;-7601,3861214501;82806,5391;85516,0938;78717;194617;9,96583333333334;8,9075;0,175924;99745,56648;103188,14415;3,946;1;0;0;230610;79915,7031;149077,2813;81532,7109;63,8275039087948;"PEG";"DEU";0,311012864112854;0,192318230867386;-0,00375096313655376;0,0996583327651024;NA;NA;0,121693484485149;0,0706247463822365;0,062962606549263;0,281270027160645;0,0232135467231274;NA;NA;NA;0,0890749990940094;0,0297428220510483;0,19106750190258;0,21059937775135;0,0479536838829517;"Finland";"FI";NA
"707";1988;172;4954,359;16087,9127277079;72,8640137958994;72,2901;456358,56042;0,268503908189551;88,385;-11253,8020999572;92118,4375;92901,7109;87727,2487202816;237686,44896843;12,5566666666667;10,5575;0,164903;122969,58786;114425,57385;4,169;1;0;0;301779;100940,6016;190953,0625;110825,9375;87,1758241042346;"PEG";"DEU";0,347970306873322;0,431218057870865;0,0635457634925842;0,12556666135788;NA;NA;0,365803152322769;0,0654149055480957;0,047894824296236;0,318371593952179;0,0224509350955486;NA;NA;NA;0,105575002729893;0,0295986756682396;0,383386045694351;0,415581792593002;0,0945562124252319;"Finland";"FI";NA
"708";1989;172;4974,383;16945,6926540789;76,5773851614204;75,9226;510910,63317;0,293459560439322;94,248;-24866,0205163839;105515,8359;99781,3203;103313,30410313;258565,75983147;13,9966666666667;12,0891666666667;0,142257;135092,93133;121281,00054;4,059;1;0;0;353458;117617,5;217595,875;135862,125;106,405183908795;"PEG";"DEU";-0,154899746179581;0,271481841802597;0,0674106180667877;0,139966666698456;NA;NA;0,220579564571381;0,0509022809565067;0,0417033694684505;-0,162258639931679;0,008784219622612;NA;NA;NA;0,12089166790247;0,0073589039966464;0,19631090760231;0,204782634973526;0,103688642382622;"Finland";"FI";NA
"709";1990;172;4998,478;16866,37534268;76,2698395482555;74,7025;541120,8873;0,282883250360342;100;-26671,848535017;103024,084811256;101326,785213087;118389,721273862;270536,25047463;13,0791666666667;13,2958333333333;0,137864;141918,62937;137988,50184;3,634;1;0;0;388853;122572;229088,9844;159764,0156;100;"PEG";"DEU";-0,30559504032135;-0,0155859068036079;0,115447208285332;0,130791664123535;NA;NA;-0,0601945407688618;0,0446086339652538;0,0474658161401749;-0,347705543041229;0,0645574703812599;NA;NA;NA;0,132958337664604;0,0421104803681374;-0,0307652205228806;-0,0449659526348114;0,123119436204433;"Finland";"FI";NA
"710";1991;172;5029,002;15767,8881644425;71,0891053751893;71,4435;517052,57226;0,241078654260159;104,116;-27140,0895179274;87744,020099904;92841,561986754;128071,260807322;290637,54472998;13,2516666666667;11,6766666666667;0,21844;140450,03406;164886,98436;4,133;1;0;1;393441;125636,5;232822,8906;160618,1094;85,2598123778501;"PEG";"DEU";-0,197589993476868;-0,0959015935659409;0,136959999799728;0,132516667246819;NA;NA;-0,147402003407478;0,0515004061162472;0,0604040883481503;-0,218400001525879;0,0266248714178801;NA;NA;NA;0,116766668856144;0,0208099987357855;-0,0728659778833389;-0,104427769780159;0,134738326072693;"Finland";"FI";NA
"711";1992;172;5054,982;15136,1147699681;68,0473067661859;68,1753;504507,08196;0,198547036320566;106,825;-22803,720104592;94947,433124187;107462,634091848;135725,969084936;287703,96911382;7,77333333333333;11,9733333333333;0,391859;132940,57707;173270,46366;5,245;1;0;0;366712;124493;224142,125;142569,875;69,7320195439739;"PEG";"DEU";0,0800588205456734;-0,117822222411633;0,186782777309418;0,0777333304286003;NA;NA;-0,182123348116875;0,0643011257052422;0,0786195918917656;0,0606449991464615;0,0183037929236889;NA;NA;NA;0,119733333587646;0,0194138269871473;-0,0444601848721504;-0,0958426967263222;0,132258057594299;"Finland";"FI";NA
"712";1993;172;5077,912;14942,8275269751;67,0998475037411;65,2644;509834,45604;0,165359768865372;109,069;-6429,0124906644;103166,963081448;134112,277703607;141640,993241991;278948,95303758;5,35;8,825;0,541167;132013,04319;190739,0184;5,7845;1;0;0;332371;121235;210805,8594;121565,1406;64,6597980456026;"PEG";"DEU";0,928621709346771;0,0096248984336853;0,380255162715912;0,0535000003874302;NA;NA;-0,0727384835481644;0,0823633819818497;0,0888243317604065;0,908468008041382;0,0105601474642754;NA;NA;NA;0,088249996304512;0,0201537031680346;0,204050481319427;0,199358955025673;0,216877579689026;"Finland";"FI";NA
"713";1994;172;5098,754;15424,2691760191;69,2185885542171;66,5971;539682,02064;0,157402380707492;110,254;5715,2325985776;120546,60180759;154163,167032882;151143,15072813;280881,24393882;5,75;9,03666666666667;0,561321;139968,42993;202166,71146;4,7432;1;0;0;278563,1875;117312;202374,8125;76188,3672;68,8818149837134;"PEG";"DEU";0,177009046077728;0,156028538942337;-0,118084080517292;0,0575000010430813;NA;NA;0,0652955919504166;0,0907329469919205;0,0851716175675392;0,167218998074532;0,00838749948889017;NA;NA;NA;0,0903666689991951;0,00979004893451929;0,107404060661793;0,161294132471085;-0,0302920397371054;"Finland";"FI";NA
"714";1995;172;5116,826;15976,9876485165;71,6826347510748;70,3592;585987,36588;0,170709105129487;111,34;24089,9406113268;128555,40498591;176021,426881524;167312,999708085;309090,7955982;3,625;8,7925;0,551477;153209,57064;217809,92709;4,3586;1;1;0;280123,9063;113411;194716,7188;85407,1875;66,1511921824104;"PEG";"DEU";-0,0634626150131226;0,047390341758728;0,288595676422119;0,0362499989569187;NA;NA;-0,0396418198943138;0,0870321616530418;0,0906246900558472;-0,0771500021219254;0,0148317227140069;NA;NA;NA;0,0879250019788742;0,0136874550953507;0,0614772662520409;0,0194960087537766;0,162422835826874;"Finland";"FI";53632
"715";1996;172;5132,32;16496,6691469852;74,110288751573;72,6568;606821,2038;0,180246332483573;111,982;23059,2057444;141719,877885852;186334,205786001;200770;305766,4190406;3,23166666666667;7,07666666666667;0,553181;164179,44249;209741,57148;4,6439;1;1;0;274775,375;111559;188039,6563;86735,7188;70,2532026058632;"PEG";"DEU";0,507845520973206;0,155262261629105;0,160594508051872;0,0323166660964489;NA;NA;0,0620094574987888;0,0932528078556061;0,0878078863024712;0,464576005935669;0,0295440722256899;NA;NA;NA;0,0707666650414467;0,0432695411145687;0,224018141627312;0,272908091545105;0,0964555889368057;"Finland";"FI";53957
"716";1997;172;5147,349;17472,3035363362;78,4204500654856;74,9079;658418,24874;0,187465073595921;113,34482094;33355,4684811684;160994,653241037;212840,3670414;217331,3;325057,1021964;3,56833333333333;5,9575;0,522476;181053,42423;204854,18142;5,4207;1;1;0;274586,25;114380;190792,5313;83793,7344;83,2779986970684;"PEG";"DEU";0,351567417383194;0,275339186191559;0,116384789347649;0,0356833338737488;NA;NA;0,18539796769619;0,089941218495369;0,0758742839097977;0,323058009147644;0,0215481277555227;NA;NA;NA;0,0595749989151955;0,0285094231367111;0,247361987829208;0,305217206478119;0,0760340616106987;"Finland";"FI";57620
"717";1998;172;5159,646;18306,5253799315;82,2953775397006;77,8621;715758,86886;0,195205390836104;114,873842574481;35888,1496846404;172819,151240631;230568,67288791;217521,9753861;326883,6304524;2,9635;4,7875;0,468626;196066,39248;206441,69133;5,096;1;1;0;308507,8438;125003;205359,5625;103148,2891;91,6301550488599;"PEG";"DEU";0,720533311367035;0,1786148250103;0,176256954669952;0,0296349991112947;NA;NA;0,10029299557209;0,0783218368887901;0,0711827129125595;0,685169994831085;0,0209849942475557;NA;NA;NA;0,0478749983012676;0,035363283008337;0,401201665401459;0,469941079616547;0,102945975959301;"Finland";"FI";60710
